,Unnamed: 0,time,longitude,latitude
34905,34905,2014-01-10 07:58:19,-73.951603,40.773858
9552858,9552858,2014-01-12 19:20:00,-73.96483999999998,40.757552
976608,976608,2014-01-11 10:03:42,-73.96483499999998,40.769715
12747929,12747929,2014-01-24 16:29:19,-73.98314999999998,40.727503
2567839,2567839,2014-01-25 08:53:00,-73.942142,40.842107
6115314,6115314,2014-01-07 07:37:39,-74.01366899999998,40.715129
10135784,10135784,2014-01-15 12:47:00,-73.970087,40.784262
3183266,3183266,2014-01-27 21:06:00,-73.972307,40.746437
4311813,4311813,2014-01-01 04:46:00,-73.94178499999998,40.798732
2164463,2164463,2014-01-23 18:04:00,-74.00426,40.718452
553630,553630,2014-01-07 04:07:25,-73.98106199999998,40.733883
1676310,1676310,2014-01-14 11:04:28,-73.98961,40.734265
11485740,11485740,2014-01-18 23:26:48,-73.978964,40.747581
6270289,6270289,2014-01-08 06:02:45,-74.014375,40.712196
1474090,1474090,2014-01-17 22:28:23,-73.985854,40.744225
4082296,4082296,2014-01-31 14:32:00,-73.966227,40.764952
5153206,5153206,2014-01-05 16:26:00,-73.96979,40.760977
8546233,8546233,2014-01-09 20:14:00,-73.968277,40.788212
11451254,11451254,2014-01-18 16:34:15,-73.966599,40.761291
2382930,2382930,2014-01-24 15:13:00,-73.931577,40.788882
1892353,1892353,2014-01-20 21:19:00,-73.979262,40.787037
5098836,5098836,2014-01-05 12:52:00,-73.997183,40.74641
9311239,9311239,2014-01-11 22:35:00,-73.98026799999998,40.744322
7584766,7584766,2014-01-30 02:25:30,-73.993666,40.751946
1451023,1451023,2014-01-17 15:43:57,-73.955126,40.777281
12441725,12441725,2014-01-21 19:27:40,-73.95899,40.774366
13168129,13168129,2014-01-20 23:32:47,-73.957958,40.80073
2031763,2031763,2014-01-22 07:38:00,-73.976138,40.763602
3248203,3248203,2014-01-28 01:31:00,-73.978807,40.740947
12944640,12944640,2014-01-25 16:23:46,-73.982788,40.77661
4161089,4161089,2014-01-31 20:15:00,-74.00224,40.70916
5876029,5876029,2014-01-04 16:01:10,-73.98102199999998,40.75692
8417405,8417405,2014-01-09 11:30:00,-73.961495,40.810277
12842604,12842604,2014-01-25 04:33:33,-73.946324,40.711403
11979606,11979606,2014-01-13 15:25:17,-73.990318,40.768733
9625557,9625557,2014-01-13 09:47:00,-73.98654,40.738507
6402603,6402603,2014-01-09 13:30:10,-73.995256,40.71776
4284063,4284063,2014-01-01 01:48:00,-73.93316,40.694227
11783615,11783615,2014-01-16 22:43:33,-73.95491599999998,40.769081
4373825,4373825,2014-01-01 05:10:00,-73.932935,40.698807
4657432,4657432,2014-01-02 23:52:00,-73.973583,40.757017
6077555,6077555,2014-01-06 19:08:02,-73.95895199999998,40.780805
9440661,9440661,2014-01-12 13:38:00,-73.96309499999998,40.81088
12196923,12196923,2014-01-17 19:32:19,-73.963319,40.775181
4200807,4200807,2014-01-31 23:13:00,-73.99591499999998,40.764272
9174683,9174683,2014-01-11 13:14:00,-73.981037,40.764152
2944841,2944841,2014-01-26 17:38:00,-74.00646999999998,40.706507
9261059,9261059,2014-01-11 19:29:00,-73.95717299999998,40.771657
12175063,12175063,2014-01-17 18:53:42,-73.98190099999998,40.77488
11290655,11290655,2014-01-01 02:55:48,-73.95448899999998,40.765748
13491764,13491764,2014-01-24 21:47:05,-73.94340699999998,40.83649
988093,988093,2014-01-11 15:42:59,-73.984618,40.736778
7449623,7449623,2014-01-28 18:57:09,-73.94938299999998,40.744147
8643461,8643461,2014-01-10 09:10:00,-74.00752,40.75162
818579,818579,2014-01-09 20:47:54,-73.984897,40.755878
10543049,10543049,2014-01-17 06:08:00,-73.977047,40.732675
1849681,1849681,2014-01-20 13:31:00,-74.00651499999998,40.747862
10484073,10484073,2014-01-16 23:53:00,-73.97789299999998,40.75576
6074591,6074591,2014-01-05 20:27:26,-73.974012,40.7491
9774974,9774974,2014-01-14 03:01:00,-73.99519499999998,40.698622
6773466,6773466,2014-01-28 15:08:32,-74.00325599999998,40.717561
476929,476929,2014-01-06 08:28:36,-73.96653499999998,40.804127
465703,465703,2014-01-06 01:24:48,-73.884932,40.749616
6559413,6559413,2014-01-02 10:29:07,-73.97407,40.757043
13550934,13550934,2014-01-25 07:44:07,-73.88141,40.88282
776659,776659,2014-01-09 18:14:39,-73.98964499999998,40.744205
2610332,2610332,2014-01-25 14:06:00,-73.986812,40.758452
12332550,12332550,2014-01-20 10:20:57,-73.96060199999998,40.781308
8101923,8101923,2014-01-07 23:05:00,-73.990347,40.691367
12398612,12398612,2014-01-21 07:49:01,-74.00593499999998,40.70454
7096284,7096284,2014-01-30 18:53:18,-73.984752,40.767563
11110794,11110794,2014-01-19 13:18:00,-73.97767799999998,40.726732
11835414,11835414,2014-01-17 21:16:47,-73.98722999999998,40.764172
5799960,5799960,2014-01-03 08:54:26,-73.954313,40.764053
9511059,9511059,2014-01-12 16:39:00,-74.01686999999998,40.71122
1956677,1956677,2014-01-21 09:13:00,-73.78349,40.64374
10068017,10068017,2014-01-15 08:57:00,-74.007587,40.751592
10416463,10416463,2014-01-16 15:54:00,-73.949343,40.785472
4409053,4409053,2014-01-01 16:59:00,-73.98993199999998,40.732822
12737717,12737717,2014-01-24 09:31:17,-73.976257,40.765443
4680579,4680579,2014-01-03 13:24:00,-73.87253,40.774495
726491,726491,2014-01-09 08:06:55,-73.977053,40.75757
13052762,13052762,2014-01-26 04:08:36,-73.988315,40.764002
4760985,4760985,2014-01-03 21:47:00,-73.97808499999998,40.730755
6535964,6535964,2014-01-01 17:20:50,-73.969122,40.803021
8491547,8491547,2014-01-09 16:18:00,-73.98543999999998,40.74726
1173426,1173426,2014-01-13 09:26:48,-73.9428,40.806665
9794627,9794627,2014-01-14 01:31:00,-73.956232,40.804777
7154510,7154510,2014-01-31 01:49:10,-74.02482999999998,40.629896
1833464,1833464,2014-01-20 20:44:00,-73.953725,40.77926
11460181,11460181,2014-01-18 19:34:04,-73.99666499999998,40.747614
11363912,11363912,2014-01-15 21:37:30,-73.98415,40.757749
3637355,3637355,2014-01-29 20:18:00,-73.95197,40.803847
7572614,7572614,2014-01-30 02:44:33,-73.992243,40.749199
1728263,1728263,2014-01-20 06:37:00,-73.96024699999998,40.800392
12445616,12445616,2014-01-21 19:28:55,-73.979089,40.752523
2543606,2543606,2014-01-25 01:22:00,-73.972702,40.748447
7878127,7878127,2014-01-07 07:22:00,-73.98447,40.739437
4126440,4126440,2014-01-31 19:08:00,-73.9868,40.758495
5363021,5363021,2014-01-03 16:19:26,-73.992196,40.750445
11913313,11913313,2014-01-19 04:42:16,-73.963795,40.757105
9347729,9347729,2014-01-12 00:30:00,-73.985287,40.741737
2644843,2644843,2014-01-25 18:13:00,-73.96223,40.767115
12938763,12938763,2014-01-25 19:43:47,-73.993143,40.725632
669260,669260,2014-01-08 15:03:57,-73.97578199999998,40.753918
13464969,13464969,2014-01-24 17:53:29,-73.952178,40.78127
7920825,7920825,2014-01-07 07:00:00,-73.97159999999998,40.759675
11631989,11631989,2014-01-14 15:47:32,-73.992005,40.748721
3737226,3737226,2014-01-30 08:21:00,-73.98747299999998,40.739925
10918880,10918880,2014-01-18 15:57:00,-73.98537299999998,40.758827
5135729,5135729,2014-01-05 12:12:00,-74.007512,40.740935
1749790,1749790,2014-01-20 11:09:00,-74.004407,40.721312
8972073,8972073,2014-01-10 14:41:00,-73.97372699999998,40.784465
10995195,10995195,2014-01-18 20:30:00,-73.986152,40.726127
4855512,4855512,2014-01-04 08:15:00,-73.97345199999998,40.749082
13124705,13124705,2014-01-20 08:06:08,-73.86185,40.768378
8545460,8545460,2014-01-09 19:38:00,-73.979612,40.7439
9698250,9698250,2014-01-13 17:07:00,-73.99499,40.7295
3339928,3339928,2014-01-28 15:08:00,-73.987047,40.769967
2165826,2165826,2014-01-23 20:00:00,-74.010022,40.718765
5557784,5557784,2014-01-05 20:03:50,-73.945728,40.807972
8816223,8816223,2014-01-22 19:48:00,-73.972972,40.748722
8194055,8194055,2014-01-08 13:29:00,-73.96219499999998,40.798867
1494617,1494617,2014-01-17 21:17:35,-73.948654,40.773893
12212412,12212412,2014-01-17 19:23:10,-73.968519,40.792324
798507,798507,2014-01-09 22:23:18,-73.988101,40.75708
10746679,10746679,2014-01-17 22:28:00,-74.01587,40.71147
11054971,11054971,2014-01-19 00:11:00,-74.00529299999998,40.735982
762633,762633,2014-01-09 01:22:23,-73.990965,40.750161
8975089,8975089,2014-01-10 18:30:00,-73.9975,40.746577
7968486,7968486,2014-01-07 13:44:00,-73.970922,40.765357
1748182,1748182,2014-01-20 08:40:00,-73.95178699999998,40.797947
1260972,1260972,2014-01-14 20:25:38,-73.95234,40.772875
2212781,2212781,2014-01-23 22:08:00,-74.007698,40.735627
5868211,5868211,2014-01-04 10:52:55,-73.969796,40.763129
3252194,3252194,2014-01-28 07:16:00,-73.974627,40.793512
6992484,6992484,2014-01-30 19:57:40,-73.98572199999998,40.747184
9292995,9292995,2014-01-11 21:07:00,-73.970747,40.757815
9852081,9852081,2014-01-14 12:16:00,-73.97663,40.757062
6529084,6529084,2014-01-01 19:36:27,-73.98587,40.731126
1937550,1937550,2014-01-21 08:01:00,-73.969612,40.757622
5498428,5498428,2014-01-05 14:48:42,-73.981876,40.781253
12590489,12590489,2014-01-23 09:23:05,-73.983278,40.744231
13548408,13548408,2014-01-25 10:32:26,-73.969978,40.759704
9466487,9466487,2014-01-12 03:56:00,-74.009832,40.705452
8104061,8104061,2014-01-07 22:30:00,-73.98022299999998,40.744137
63593,63593,2014-01-10 09:47:51,-73.96894,40.761328
3543684,3543684,2014-01-29 11:26:00,-73.973652,40.764587
11941237,11941237,2014-01-19 02:23:08,-73.977659,40.745612
10736225,10736225,2014-01-17 20:41:00,-73.983283,40.779217
2987339,2987339,2014-01-26 23:52:00,-74.000917,40.718607
11428763,11428763,2014-01-17 23:11:21,-73.95565999999998,40.776131
4920686,4920686,2014-01-04 17:01:00,-73.98880699999998,40.71431
6046878,6046878,2014-01-06 13:08:06,-73.99360799999998,40.76541
9207320,9207320,2014-01-11 14:49:00,-73.992002,40.749437
7631047,7631047,2014-01-30 13:43:08,-73.955426,40.779825
12941926,12941926,2014-01-25 20:02:00,-73.959799,40.763431
7896965,7896965,2014-01-07 09:12:00,-73.96262,40.774882
10234511,10234511,2014-01-15 18:38:00,-73.989998,40.74691
9194159,9194159,2014-01-11 14:46:00,-74.007335,40.706272
8704146,8704146,2014-01-21 22:02:00,-73.975892,40.744895
1002598,1002598,2014-01-11 13:29:22,0.0,0.0
7210897,7210897,2014-01-31 13:08:11,-73.973445,40.764757
5518955,5518955,2014-01-05 14:05:24,-73.991178,40.750258
11526303,11526303,2014-01-19 21:19:59,-73.988838,40.748913
3409454,3409454,2014-01-28 21:13:00,-73.94804499999998,40.774622
2735548,2735548,2014-01-25 21:10:00,-74.013383,40.717485
8334328,8334328,2014-01-08 21:16:00,-73.96568999999998,40.793
12571730,12571730,2014-01-23 00:13:30,-73.950377,40.783589
11400103,11400103,2014-01-16 12:37:11,-73.924937,40.833657
9687776,9687776,2014-01-13 16:34:00,-73.975972,40.754577
11980446,11980446,2014-01-19 21:00:33,-73.977709,40.744606
9069246,9069246,2014-01-10 22:03:00,-73.992042,40.768087
5353009,5353009,2014-01-04 11:40:03,-73.991067,40.733238
11642993,11642993,2014-01-14 22:10:53,-73.990719,40.748787
2928952,2928952,2014-01-26 12:50:00,-73.97472999999998,40.753452
11251316,11251316,2014-01-01 01:28:51,-73.932657,40.798215
4841745,4841745,2014-01-04 10:49:00,-73.973735,40.763562
10439777,10439777,2014-01-16 19:36:00,-73.991157,40.733045
2035946,2035946,2014-01-22 00:30:00,-73.977585,40.735222
3959414,3959414,2014-01-30 22:46:00,-74.002573,40.733905
8707921,8707921,2014-01-22 09:30:00,-73.98617299999998,40.743492
2802066,2802066,2014-01-26 01:11:00,-74.00409,40.729192
6719909,6719909,2014-01-28 10:02:31,-73.98138,40.760801
10529333,10529333,2014-01-17 02:14:00,-73.978667,40.750692
7250462,7250462,2014-01-31 10:00:37,0.0,0.0
1284135,1284135,2014-01-14 19:53:31,-73.98404999999998,40.763219
13132802,13132802,2014-01-20 10:37:58,-73.97771299999998,40.757656
723171,723171,2014-01-08 23:21:32,-73.965805,40.793014
404022,404022,2014-01-12 20:05:11,-73.98668399999998,40.735654
9700483,9700483,2014-01-13 16:43:00,-73.980362,40.752912
154919,154919,2014-01-10 23:05:37,-74.002778,40.760727
13441411,13441411,2014-01-23 18:08:05,-73.97763399999998,40.778688
13141439,13141439,2014-01-20 09:31:57,-73.95658899999998,40.780906
1666321,1666321,2014-01-14 10:00:42,-73.979743,40.721418
8232243,8232243,2014-01-08 14:34:00,-73.86403699999998,40.769672
2455670,2455670,2014-01-24 21:33:00,-73.965897,40.75412
5514683,5514683,2014-01-05 14:26:50,-73.97646899999998,40.728757
5743532,5743532,2014-01-03 02:51:30,-73.98874499999998,40.744953
10114563,10114563,2014-01-15 14:18:00,-73.95203999999998,40.783872
8348452,8348452,2014-01-08 23:26:00,-73.98332499999998,40.693545
5060664,5060664,2014-01-05 09:35:00,-73.994707,40.761867
8039208,8039208,2014-01-07 18:12:00,-73.969452,40.759532
554173,554173,2014-01-07 05:09:13,-73.99021399999998,40.753334
7476242,7476242,2014-01-28 21:13:58,-73.99292099999998,40.692822
3777246,3777246,2014-01-30 08:46:00,-73.97887,40.762777
2370599,2370599,2014-01-24 14:30:00,-73.94254999999998,40.786092
719773,719773,2014-01-08 15:48:32,-74.00561999999998,40.750946
2967773,2967773,2014-01-26 22:19:00,-73.97768,40.742412
3170069,3170069,2014-01-27 20:04:00,-73.950818,40.771825
159521,159521,2014-01-10 20:14:16,-73.988218,40.734737
5186368,5186368,2014-01-05 20:48:00,-73.998007,40.758767
5500781,5500781,2014-01-05 12:56:39,-73.972817,40.764138
10788633,10788633,2014-01-18 01:01:00,-73.94528699999998,40.775172
9609124,9609124,2014-01-13 09:41:00,-73.977433,40.789587
4489503,4489503,2014-01-01 22:25:00,-73.97629,40.728897
3720217,3720217,2014-01-30 06:22:00,-73.78940699999998,40.641987
1335585,1335585,2014-01-15 18:37:31,-73.953929,40.779056
3152384,3152384,2014-01-27 18:33:00,-73.985045,40.74681
3161898,3161898,2014-01-27 19:55:00,-73.976512,40.764842
499424,499424,2014-01-06 11:15:39,-73.939858,40.805433
698982,698982,2014-01-08 10:56:16,-73.97644699999998,40.739523
5455196,5455196,2014-01-05 00:07:03,-73.999941,40.728686
7089394,7089394,2014-01-30 19:47:34,-73.995678,40.745057
3257845,3257845,2014-01-28 10:15:00,-73.98171499999998,40.752252
7704986,7704986,2014-01-31 14:32:39,-73.99619199999998,40.750108
12438334,12438334,2014-01-21 08:22:21,-73.986406,40.756041
11469032,11469032,2014-01-18 22:07:38,-73.97698,40.77676
7340421,7340421,2014-01-27 06:51:18,-73.970954,40.752444
12020560,12020560,2014-01-14 09:32:47,-73.95224299999998,40.791358
469897,469897,2014-01-06 17:46:27,-73.95837199999998,40.810309
5264125,5264125,2014-01-06 09:36:00,-73.992205,40.753967
5145035,5145035,2014-01-05 17:12:00,-74.00465699999998,40.708245
8039610,8039610,2014-01-07 18:54:00,-73.994938,40.75962
761061,761061,2014-01-08 23:30:24,-73.98519899999998,40.724525
1640518,1640518,2014-01-13 23:43:00,-73.96523899999998,40.763149
7560456,7560456,2014-01-30 23:10:55,-74.005172,40.737494
7816523,7816523,2014-01-06 17:46:00,-73.985832,40.757877
11939318,11939318,2014-01-19 01:07:52,-73.97423499999998,40.642524
8236569,8236569,2014-01-08 17:40:00,-73.991145,40.750217
13486458,13486458,2014-01-24 21:34:25,-73.98009,40.765788
7236514,7236514,2014-01-31 18:54:47,-73.987162,40.730037
4207498,4207498,2014-01-31 21:20:00,-73.987173,40.715142
6199297,6199297,2014-01-07 10:39:36,-73.971715,40.759167
6830813,6830813,2014-01-28 19:28:45,-73.989109,40.758016
11482697,11482697,2014-01-19 03:34:32,-73.986418,40.760691
8257824,8257824,2014-01-08 08:26:00,-73.97434199999998,40.761823
11231383,11231383,2014-01-19 22:46:00,-73.97381799999998,40.748682
466385,466385,2014-01-06 09:28:27,-73.98556,40.742393
9458991,9458991,2014-01-12 03:39:00,-73.85993999999998,40.74347
10408697,10408697,2014-01-16 19:00:00,-73.983653,40.721327
8534609,8534609,2014-01-09 19:38:00,0.0,0.0
5888678,5888678,2014-01-04 18:24:03,-73.991168,40.750272
6999784,6999784,2014-01-29 20:40:00,-73.97627799999998,40.75172
5024490,5024490,2014-01-04 22:33:00,-73.953057,40.771752
5632446,5632446,2014-01-01 18:59:57,-73.978132,40.746152
293023,293023,2014-01-11 20:04:16,-73.973072,40.752309
9331145,9331145,2014-01-11 23:48:00,-73.988882,40.73147
12330782,12330782,2014-01-20 13:49:02,-74.00385,40.74834
5535535,5535535,2014-01-05 23:20:22,-73.984418,40.678094
13637087,13637087,2014-01-26 03:47:10,-73.948383,40.807383
3257663,3257663,2014-01-28 10:24:00,-73.99906699999998,40.72497
1873645,1873645,2014-01-20 22:00:00,-73.88879799999998,40.856902
9440023,9440023,2014-01-12 12:55:00,-73.97725,40.75358
1713916,1713916,2014-01-20 00:38:00,-73.986417,40.692272
314680,314680,2014-01-11 23:19:36,-73.971204,40.80025
5540679,5540679,2014-01-05 23:30:53,-73.979871,40.737406
13205678,13205678,2014-01-21 09:30:20,-73.96786,40.762283
1860104,1860104,2014-01-20 23:39:00,-73.957547,40.761547
4135633,4135633,2014-01-31 19:08:00,-73.98390499999998,40.75968
8874317,8874317,2014-01-22 22:40:00,-73.96716499999998,40.755152
7735325,7735325,2014-01-31 15:33:02,-73.991583,40.756159
9356564,9356564,2014-01-12 00:20:00,-73.98082999999998,40.742157
3174259,3174259,2014-01-27 19:34:00,-74.008103,40.719967
8418523,8418523,2014-01-09 10:42:00,-73.968917,40.764417
12969009,12969009,2014-01-25 23:03:57,-74.00209499999998,40.733752
6739946,6739946,2014-01-28 11:04:30,-73.965502,40.765377
8705279,8705279,2014-01-22 09:16:00,-74.006592,40.732172
8600996,8600996,2014-01-10 06:45:00,-73.968327,40.796455
3470068,3470068,2014-01-28 22:05:00,-73.98099999999998,40.72111
7857619,7857619,2014-01-06 19:26:00,-73.99127199999998,40.75024
1023842,1023842,2014-01-11 14:31:32,-73.83059199999998,40.71344
3457698,3457698,2014-01-28 19:54:00,-73.99803,40.722777
9969214,9969214,2014-01-14 19:07:00,-73.98486,40.742342
11698741,11698741,2014-01-15 14:20:00,-74.01155799999998,40.703283
1559193,1559193,2014-01-19 02:39:29,-74.008626,40.704452
6803566,6803566,2014-01-28 15:54:44,-73.98708899999998,40.729893
7583133,7583133,2014-01-30 14:11:16,-73.953129,40.785686
12043363,12043363,2014-01-14 20:40:22,-73.933051,40.795345
8680569,8680569,2014-01-21 19:04:00,-73.969897,40.756917
9438886,9438886,2014-01-12 10:24:00,-73.862075,40.768492
11099428,11099428,2014-01-19 11:19:00,-73.99299999999998,40.749557
2949123,2949123,2014-01-26 16:51:00,-73.9822,40.748702
246608,246608,2014-01-11 18:08:58,-74.00234899999998,40.760518
10588117,10588117,2014-01-17 11:02:00,-73.96017999999998,40.777267
9947928,9947928,2014-01-14 18:56:00,-73.96931499999998,40.759292
13001399,13001399,2014-01-26 00:07:20,-73.987302,40.720496
11337591,11337591,2014-01-15 22:55:40,-73.95582299999998,40.772068
363793,363793,2014-01-12 00:32:56,-74.003096,40.733337
93817,93817,2014-01-10 12:31:44,-74.002792,40.739884
10096947,10096947,2014-01-15 09:43:00,0.0,0.0
12543660,12543660,2014-01-22 22:03:00,-73.951668,40.773799
6313341,6313341,2014-01-08 16:57:49,-73.99128799999998,40.737458
8789498,8789498,2014-01-22 19:57:00,-73.9542,40.800867
10044244,10044244,2014-01-15 01:44:00,-73.933625,40.671795
9162886,9162886,2014-01-11 12:48:00,-73.95993,40.766232
8555134,8555134,2014-01-09 20:48:00,-73.984325,40.727262
10922219,10922219,2014-01-18 18:49:00,-73.95151,40.77413
2174521,2174521,2014-01-23 21:11:00,-73.993035,40.736862
1150504,1150504,2014-01-13 08:28:19,-73.972826,40.753123
12971954,12971954,2014-01-25 18:51:33,-74.004739,40.733256
1689935,1689935,2014-01-14 15:41:21,-73.963612,40.794428
12721009,12721009,2014-01-24 08:54:33,-73.972893,40.790716
4000860,4000860,2014-01-31 00:55:00,-73.929595,40.858932
12548067,12548067,2014-01-23 08:06:14,-73.981362,40.78837
5256645,5256645,2014-01-06 09:54:00,-73.97014299999998,40.76553
